id,tree,vegetable,element,animal,color,instrument,fruit
5160,Sassafras,kohlrabi,Ununpentium,impala,Tickle Me Pink,Ellipsograph,mango
5161,Juniper,water chestnut,Scandium,bat,Fuzzy Wuzzy,Visometer,papaya
5162,Cherry,lavender,Hassium,bear,Yellow Orange,Telemeter,nectarine
5163,Ash,kohlrabi,Ununquadium,seal,Unmellow Yellow,Calorimeter,raisin
5164,Fir,tat soi,Ununtrium,grizzly bear,Black,Myograph,tamarillo
5165,Dogwood,tat soi,Ruthenium,mountain goat,Goldenrod,Leptometer,eggplant
5166,Magnolia,frisee,Manganese,cougar,Midnight Blue,Tomograph,feijoa
5167,Cherry,fennel,Zirconium,parrot,Tan,Voltmeter,loquat
5168,Redwood,fennel,Phosphorus,seal,Manatee,Galvanometer,clementine
5169,Poplar,arugula,Tin,turtle,Melon,Opacimeter,purple mangosteen
5170,Ash,mamey,Tellurium,elk,Outer Space,Skiascope,salal berry
5171,Oak,topinambur,Rhenium,hippopotamus,Red Orange,Densimeter,cherimoya
5172,Sassafras,celery,Mendelevium,hyena,Green Yellow,Anemograph,blood orange
5173,Holly,wasabi,Argon,lemur,Bittersweet,Platometer,boysenberry
5174,Sassafras,cilantro,Dysprosium,mountain goat,Tropical Rain Forest,Cymograph,clementine
5175,Alder,soy bean,Carbon,fox,Mountain Meadow,Transmissometer,physalis
5176,Pear,borlotti bean,Niobium,ocelot,Pink Sherbert,Rhythmometer,clementine
5177,Sumac,snap pea,Dubnium,fish,Cornflower,Spectroheliokinematograph,jackfruit
5178,Sumac,artichoke,Carbon,baboon,Dandelion,Ergometer,pomelo
5179,Tupelo,calabrese,Rhenium,parrot,Timberwolf,Heliograph,jambul
5180,Beech,rhubarb,Iridium,platypus,Eggplant,Diffractometer,peach
5181,Fir,hubbard squash,Gallium,buffalo,Plum,Hygroscope,lychee
5182,Willow,green bean,Lawrencium,camel,Robin's Egg Blue,Urinometer,loquat
5183,Juniper,cucumber,Dysprosium,lamb,Royal Purple,Diplograph,tomato
5184,Palm,parsley,Neon,jaguar,Canary,Spectroheliograph,cherimoya
5185,Magnolia,pinto bean,Dysprosium,seal,Cadet Blue,Endosmometer,redcurrant
5186,Birch,tubers,Nitrogen,jackal,Goldenrod,Tensiometer,pineapple
5187,Plum,aubergine,Calcium,dromedary,Peach,Tachistoscope,currant
5188,Oak,yam,Bromine,platypus,Purple Pizzazz,Densitometer,tomato
5189,Gum,ginger,Nickel,tapir,Blue,Ondograph,nut
5190,Poplar,butternut squash,Scandium,tapir,Gray,Diagraph,passionfruit
5191,Poplar,tat soi,Osmium,wolf,Almond,Urethroscope,bilberry
5192,Tupelo,tabasco pepper,Berkelium,giraffe,Cerulean,Hyetograph,damson
5193,Pear,celery,Thorium,tapir,Vivid Tangerine,Inclinometer,tangerine
5194,Dogwood,mamey,Magnesium,opossum,Yellow Orange,Cyclometer,nut
5195,Sumac,snap pea,Dubnium,hedgehog,Orchid,Ellipsograph,eggplant
5196,Hawthorn,leek,Thallium,koala,Shamrock,Serimeter,pear
5197,Fir,green pepper,Terbium,guinea pig,Wild Watermelon,Stagmometer,mulberry
5198,Cherry,parsley,Francium,otter,Silver,Oncosimeter,pomegranate
5199,Olive,beet,Francium,cheetah,Red Orange,Vibrometer,passionfruit
5200,Locust,banana squash,Manganese,whale,Caribbean Green,Electromyograph,pomelo
5201,Pine,cabbage,Einsteinium,opossum,Cadet Blue,Spirometer,purple mangosteen
5202,Ash,fiddlehead,Krypton,polar bear,Razzle Dazzle Rose,Microscope,bilberry
5203,Linden,lentils,Tin,fish,Melon,Meldometer,honeydew
5204,Beech,beet,Ununpentium,mouse,Red,Rachiometer,quince
5205,Pear,collard green,Tellurium,muskrat,Brown,Volumeter,durian
5206,Plum,tubers,Ununtrium,antelope,Apricot,Gradiometer,damson
5207,Olive,courgette,Astatine,cougar,Blue,Pantochronometer,cranberry
5208,Locust,ginger,Aluminium,parrot,Plum,Clinometer,avocado
5209,Chestnut,chamomile,Rhenium,fox,Red Orange,Chromatograph,grape
5210,Crabapple,azuki bean,Californium,finch,Razzmatazz,Rhythmometer,passionfruit
5211,Ash,asparagus,Yttrium,armadillo,Purple Pizzazz,Seismoscope,blood orange
5212,Birch,jicama,Protactinium,buffalo,Red,Piezometer,nectarine
5213,Poplar,cauliflower,Dysprosium,canary,Pink Flamingo,Piezometer,grapefruit
5214,Elderberry,banana squash,Ununhexium,walrus,White,Porometer,chili pepper
5215,Cypress,collard green,Sodium,cat,Antique Brass,Salinometer,blood orange
5216,Maple,broad beans,Uranium,cheetah,Wisteria,Seismoscope,mandarine
5217,Hickory,daikon,Mendelevium,baboon,Sunglow,Scintilloscope,cucumber
5218,Redwood,ginger,Phosphorus,marmoset,Royal Purple,Cathetometer,strawberry
5219,Cherry,artichoke,Osmium,chameleon,Piggy Pink,Salinometer,loquat
5220,Spruce,lemon grass,Unununium,raccoon,Caribbean Green,Pyknometer,tomato
5221,Crabapple,azuki bean,Cobalt,chimpanzee,Blue,Pharmacometer,pomelo
5222,Pine,anise,Technetium,impala,Shamrock,Passimeter,mandarine
5223,Gum,pumpkin,Molybdenum,beaver,Atomic Tangerine,Pedometer,bell pepper
5224,Peach,brussels sprout,Tantalum,lizard,Red Orange,Pyrgeometer,jackfruit
5225,Locust,zucchini,Antimony,reindeer,Mahogany,Weatherometer,pineapple
5226,Oak,soy bean,Tellurium,muskrat,Unmellow Yellow,Tenderometer,pamelo
5227,Hickory,caraway,Indium,dromedary,Pine Green,Visometer,blackberry
5228,Magnolia,gem squash,Palladium,silver fox,Spring Green,Hydroscope,passionfruit
5229,Juniper,gem squash,Bismuth,dromedary,Screamin' Green,Proctoscope,raisin
5230,Sassafras,pumpkin,Carbon,warthog,Spring Green,Vibrometer,lime
5231,Locust,garlic,Arsenic,llama,Turquoise Blue,Otoscope,gooseberry
5232,Holly,pea,Fluorine,prairie dog,Melon,Taximeter,cherimoya
5233,Linden,amaranth,Argon,lion,Outer Space,Reflectometer,star fruit
5234,Olive,green pepper,Holmium,skunk,Gold,Spectrograph,loquat
5235,Yellowwood,mung bean,Thulium,walrus,Mango Tango,Opacimeter,pear
5236,Oak,patty pan,Thulium,gila monster,Dandelion,Tensiometer,lime
5237,Tupelo,nopale,Berkelium,hippopotamus,Sky Blue,Stylometer,redcurrant
5238,Juniper,habanero,Promethium,coyote,Mountain Meadow,Oscilloscope,peach
5239,Apple,bean sprout,Rhenium,rat,Denim,Electromyograph,nectarine
5240,Sumac,garlic,Terbium,llama,Canary,Potentiometer,strawberry
5241,Ash,beet,Indium,dromedary,Green,Stethometer,mandarine
5242,Hickory,leek,Tantalum,cat,Brick Red,Tellurometer,boysenberry
5243,Palm,potato,Germanium,ibex,Macaroni and Cheese,Ophthalmometer,tomato
5244,Juniper,yam,Lanthanum,grizzly bear,Midnight Blue,Pachymeter,blood orange
5245,Hickory,courgette,Selenium,bat,Goldenrod,Electrograph,cloudberry
5246,Gum,okra,Silver,impala,Cotton Candy,Rachiometer,pineapple
5247,Elderberry,navy bean,Lutetium,newt,Scarlet,Refractometer,blackcurrant
5248,Tupelo,rutabaga,Gadolinium,bull,Royal Purple,Alkalimeter,rock melon
5249,Oak,cilantro,Uranium,crocodile,Brown,Spectroheliograph,jambul
5250,Sassafras,jerusalem artichoke,Bromine,mustang,Violet,Eriometer,jujube
5251,Tupelo,chamomile,Boron,ocelot,Blue Violet,Shuftiscope,loquat
5252,Cypress,sweet potato,Zinc,chipmunk,Violet,Kinetoscope,persimmon
5253,Holly,cilantro,Copper,chimpanzee,Lavender,Micrometer,gooseberry
5254,Juniper,broad beans,Cadmium,canary,White,Hypsometer,fig
5255,Plum,calabrese,Thallium,hog,Vivid Violet,Atmometer,mango
5256,Crabapple,black-eyed pea,Boron,gila monster,Yellow Green,Hippometer,plum
5257,Ash,arugula,Cerium,weasel,Salmon,Galvanoscope,boysenberry
5258,Apple,azuki bean,Unununium,bear,Yellow,Wattmeter,damson
5259,Yellowwood,thyme,Tantalum,finch,Copper,Koniscope,satsuma
5260,Gum,dill,Titanium,alpaca,White,Hydrometer,blueberry
5261,Gum,leek,Arsenic,guinea pig,Orange,Audiometer,feijoa
5262,Crabapple,mangetout,Niobium,kangaroo,Red Violet,Extensometer,pomegranate
5263,Linden,alfalfa sprout,Praseodymium,orangutan,Cornflower,Scotograph,strawberry
5264,Locust,chamomile,Silver,llama,Purple Pizzazz,Microseismometer,lemon
5265,Pear,kale,Ununpentium,lizard,Green Yellow,Pneumograph,olive
5266,Maple,chamomile,Seaborgium,alpaca,Inchworm,Xylometer,tamarillo
5267,Hawthorn,white radish,Sodium,alpaca,Indigo,Spherometer,pear
5268,Apple,spinach,Vanadium,newt,Purple Heart,Electrodynamometer,pear
5269,Spruce,corn salad,Uranium,lynx,Olive Green,Rotameter,papaya
5270,Palm,cilantro,Indium,baboon,Laser Lemon,Planimeter,mulberry
5271,Sumac,kale,Silver,sheep,Cotton Candy,Manometer,blackcurrant
5272,Chestnut,navy bean,Lawrencium,skunk,Razzle Dazzle Rose,Elatrometer,passionfruit
5273,Willow,green bean,Cobalt,zebra,Laser Lemon,Drosometer,guava
5274,Poplar,parsley,Neptunium,fox,Blue,Seismoscope,watermelon
5275,Walnut,radish,Arsenic,capybara,Gray,Harmonograph,tangerine
5276,Dogwood,corn salad,Polonium,goat,Blue Green,Pyrheliometer,guava
5277,Apple,legume,Helium,frog,Blue Bell,Bolometer,feijoa
5278,Poplar,shallot,Caesium,seal,Jungle Green,Stalagmometer,cherimoya
5279,Chestnut,chayote,Radon,shrew,Sea Green,Myograph,pomelo
5280,Redwood,green bean,Europium,gazelle,Maroon,Retinoscope,canary melon
5281,Tulip Tree,hubbard squash,Lanthanum,badger,Sepia,Rachiometer,kumquat
5282,Spruce,beet,Thulium,shrew,Mauvelous,Sphygmometer,banana
5283,Willow,parsley,Radon,crow,Blue Violet,Bolometer,bilberry
5284,Larch,white radish,Neptunium,gorilla,Beaver,Eudiometer,olive
5285,Maple,onion,Praseodymium,finch,Yellow Green,Pyrometer,blueberry
5286,Willow,cilantro,Thallium,lemur,Blue Green,Electrocardiograph,pineapple
5287,Plum,sage,Roentgenium,whale,Antique Brass,Microscope,mulberry
5288,Walnut,eggplant,Unununium,silver fox,Pine Green,Decelerometer,goji berry
5289,Elderberry,anise,Thallium,walrus,Copper,Spectrohelioscope,grape
5290,Yellowwood,amaranth,Arsenic,rat,Forest Green,Pachymeter,cucumber
5291,Cypress,hubbard squash,Nobelium,warthog,Violet,Sigmoidoscope,papaya
5292,Hawthorn,hubbard squash,Bohrium,ape,Purple Pizzazz,Polarimeter,orange
5293,Pear,kale,Ununquadium,warthog,Maroon,Psychrometer,durian
5294,Willow,broad beans,Promethium,fish,Mountain Meadow,Telestereoscope,nut
5295,Crabapple,cucumber,Neodymium,frog,Blue Bell,Milliammeter,jujube
5296,Olive,horseradish,Nickel,mountain goat,Piggy Pink,Ohmmeter,canary melon
5297,Gum,broccoflower,Seaborgium,giraffe,Spring Green,Spirometer,orange
5298,Yellowwood,celery,Nobelium,goat,Unmellow Yellow,Hydrometer,physalis
5299,Ash,rutabaga,Ununhexium,wildcat,Hot Magenta,Turbidimeter,fig
5300,Elm,green pepper,Erbium,guinea pig,Dandelion,Anemograph,nectarine
5301,Maple,lettuce,Roentgenium,porcupine,Brick Red,Acidimeter,persimmon
5302,Linden,cauliflower,Lead,raccoon,Indigo,Phthongometer,purple mangosteen
5303,Fir,broad beans,Iron,weasel,Mauvelous,Hypsometer,huckleberry
5304,Pine,celery,Caesium,silver fox,Mahogany,Trechometer,persimmon
5305,Beech,mushroom,Seaborgium,chimpanzee,Violet Red,Lactoscope,mulberry
5306,Juniper,collard green,Strontium,finch,Banana Mania,Baroscope,cranberry
5307,Gum,chives,Holmium,rat,Purple Pizzazz,Episcope,tamarillo
5308,Tulip Tree,borlotti bean,Thallium,porcupine,Scarlet,Colonoscope,kiwi fruit
5309,Elm,jalapeno,Platinum,mountain goat,Robin's Egg Blue,Pyrgeometer,blood orange
5310,Cherry,borlotti bean,Mendelevium,frog,Vivid Tangerine,Hyetometer,ugli fruit
5311,Sumac,fiddlehead,Rutherfordium,donkey,Wild Blue Yonder,Iriscope,jujube
5312,Linden,paprika,Rhenium,woodchuck,Red Orange,Kinetoscope,elderberry
5313,Oak,garlic,Niobium,hog,Fuzzy Wuzzy,Planigraph,eggplant
5314,Cherry,squash,Lutetium,shrew,Green,Diaphanometer,dragonfruit
5315,Locust,borlotti bean,Tantalum,kangaroo,Pink Flamingo,Chronometer,jackfruit
5316,Tulip Tree,scallion,Uranium,goat,Spring Green,Thermoscope,olive
5317,Pine,celery,Yttrium,alpaca,Wild Blue Yonder,Katharometer,dragonfruit
5318,Elm,corn salad,Arsenic,jackal,Tickle Me Pink,Pharyngoscope,pineapple
5319,Spruce,pumpkin,Barium,koala,Yellow Orange,Opsiometer,breadfruit
5320,Dogwood,paprika,Seaborgium,bat,Sky Blue,Synchroscope,ugli fruit
5321,Tulip Tree,celery,Fermium,warthog,Yellow Orange,Eriometer,redcurrant
5322,Maple,pinto bean,Boron,snake,Salmon,Leptometer,raspberry
5323,Locust,snap pea,Ununbium,fox,Pink Sherbert,Phaometer,lychee
5324,Juniper,calabrese,Unununium,dromedary,Cerise,Electroencephalograph,lime
5325,Palm,oregano,Antimony,giraffe,Manatee,Lysimeter,blueberry
5326,Apple,chayote,Scandium,mountain goat,Hot Magenta,Saccharimeter,apricot
5327,Birch,broccoflower,Lanthanum,cheetah,Mango Tango,Auriscope,olive
5328,Walnut,squash,Molybdenum,warthog,Black,Dosimeter,pear
5329,Chestnut,runner bean,Selenium,chameleon,Cadet Blue,Phototelegraph,goji berry
5330,Plum,pea,Sodium,mongoose,Spring Green,Passimeter,pear
5331,Plum,frisee,Beryllium,ferret,Violet Red,Psychrometer,pineapple
5332,Tulip Tree,carrot,Lanthanum,mustang,Red Violet,Myograph,purple mangosteen
5333,Palm,sage,Phosphorus,wombat,Fuzzy Wuzzy,Decelerometer,banana
5334,Larch,pea,Praseodymium,rhinoceros,Vivid Violet,Katharometer,star fruit
5335,Tupelo,jerusalem artichoke,Lithium,frog,Granny Smith Apple,Hygrograph,pomegranate
5336,Sassafras,paprika,Indium,guinea pig,Sunset Orange,Nephelometer,mandarine
5337,Pine,water chestnut,Bohrium,ibex,Laser Lemon,Microcalorimeter,pamelo
5338,Olive,yam,Dubnium,toad,Indigo,Ohmmeter,blueberry
5339,Tupelo,borlotti bean,Bromine,goat,Sunset Orange,Rotameter,cucumber
5340,Holly,horseradish,Meitnerium,shrew,Silver,Ohmmeter,raisin
5341,Cherry,borlotti bean,Uranium,otter,Beaver,Electroretinograph,mulberry
5342,Pine,hubbard squash,Thulium,puma,Razzmatazz,Spectrometer,grape
5343,Cherry,chard,Niobium,armadillo,Laser Lemon,Colposcope,jackfruit
5344,Linden,mamey,Polonium,ape,Indigo,Diplograph,quince
5345,Oak,lima bean,Ruthenium,hamster,Purple Mountain's Majesty,Auxanometer,lemon
5346,Hawthorn,new zealand spinach,Astatine,parrot,Outrageous Orange,Ohmmeter,ugli fruit
5347,Apple,herbs and spice,Indium,dog,Indigo,Lactometer,breadfruit
5348,Birch,endive,Samarium,armadillo,Maroon,Coronagraph,papaya
5349,Elderberry,tabasco pepper,Argon,gazelle,Maroon,Cratometer,pineapple
5350,Poplar,mustard green,Meitnerium,reindeer,Burnt Orange,Leptometer,kumquat
5351,Dogwood,okra,Calcium,porpoise,Gold,Labidometer,bilberry
5352,Magnolia,bok choy,Roentgenium,bear,Apricot,Xanthometer,pomegranate
5353,Ash,patty pan,Aluminium,mink,Cadet Blue,Craniometer,tamarillo
5354,Oak,black bean,Tungsten,lynx,Eggplant,Trocheameter,plum
5355,Poplar,cucumber,Scandium,chameleon,Mango Tango,Pyrgeometer,cherry
5356,Cypress,daikon,Fluorine,deer,Piggy Pink,Bathymeter,damson
5357,Sumac,white radish,Iodine,monkey,Timberwolf,Oncosimeter,satsuma
5358,Beech,anise,Gallium,weasel,Bittersweet,Anemometer,pamelo
5359,Olive,brussels sprout,Curium,ibex,Apricot,Megascope,pear
5360,Willow,zucchini,Rubidium,mustang,Tickle Me Pink,Laparoscope,mulberry
5361,Elm,patty pan,Gold,salamander,Spring Green,Ratemeter,cantaloupe
5362,Redwood,nopale,Silver,hamster,Maroon,Passimeter,nut
5363,Apple,squash,Boron,reindeer,Atomic Tangerine,Tonometer,dragonfruit
5364,Plum,sage,Xenon,zebra,Carnation Pink,Diagraph,loquat
5365,Tupelo,green pepper,Chromium,shrew,Fuchsia,Ondograph,persimmon
5366,Pear,black bean,Gold,platypus,Salmon,Konimeter,jambul
5367,Olive,pea,Platinum,crocodile,Violet Red,Sphygmomanometer,cherimoya
5368,Larch,beet,Iodine,cheetah,Cornflower,Velometer,banana
5369,Alder,sage,Zirconium,toad,Unmellow Yellow,Nephoscope,raspberry
5370,Hawthorn,arugula,Indium,porcupine,Chestnut,Rhythmometer,quince
5371,Dogwood,mung bean,Cerium,hamster,Orange,Siccimeter,bilberry
5372,Apple,shallot,Boron,jackal,Asparagus,Turbidimeter,kumquat
5373,Linden,ginger,Chromium,polar bear,Cerise,Thermometer,loquat
5374,Pear,beet,Argon,otter,Apricot,Voltameter,canary melon
5375,Ash,lettuce,Dysprosium,orangutan,Shamrock,Sphygmometer,elderberry
5376,Oak,parsnip,Potassium,turtle,Cornflower,Sphygmoscope,tangerine
5377,Oak,water chestnut,Cadmium,dingo,Screamin' Green,Tropometer,olive
5378,Cherry,rutabaga,Xenon,aardvark,Orange,Spectroheliokinematograph,ugli fruit
5379,Cypress,skirret,Ruthenium,ibex,Jungle Green,Radarscope,feijoa
5380,Linden,okra,Helium,dingo,Timberwolf,Decelerometer,currant
5381,Elm,lavender,Thulium,zebra,Gold,Telestereoscope,clementine
5382,Elm,sweet potato,Astatine,donkey,Wild Strawberry,Selenoscope,pear
5383,Locust,soy bean,Francium,opossum,Electric Lime,Planimeter,gooseberry
5384,Pear,taro,Hydrogen,mole,Mauvelous,Pachymeter,raisin
5385,Pear,collard green,Osmium,rhinoceros,Lavender,Xanthometer,canary melon
5386,Locust,butternut squash,Hafnium,alligator,Goldenrod,Spherometer,physalis
5387,Palm,artichoke,Barium,elk,Orchid,Meteorograph,boysenberry
5388,Gum,cayenne pepper,Palladium,turtle,Orchid,Tacheometer,elderberry
5389,Crabapple,wasabi,Dubnium,armadillo,Jazzberry Jam,Urethroscope,blood orange
5390,Cherry,endive,Cadmium,snake,Mahogany,Megascope,grapefruit
5391,Elm,squash,Bohrium,walrus,Raw Sienna,Marigraph,damson
5392,Redwood,beet,Lanthanum,fox,Dandelion,Synchroscope,goji berry
5393,Gum,white radish,Zinc,squirrel,Green Yellow,Weatherometer,grape
5394,Elm,delicata,Ununhexium,whale,Pine Green,Anemograph,chili pepper
5395,Dogwood,cabbage,Astatine,raccoon,Raw Sienna,Photopolarimeter,bell pepper
5396,Beech,runner bean,Scandium,rat,Atomic Tangerine,Rachiometer,purple mangosteen
5397,Locust,kidney bean,Americium,porcupine,Jungle Green,Odontograph,raspberry
5398,Elderberry,sweet potato,Boron,panther,Sepia,Spectroscope,blackberry
5399,Birch,carrot,Mendelevium,bison,Sepia,Visometer,grape
5400,Yellowwood,anise,Fluorine,squirrel,Navy Blue,Tromometer,blueberry
5401,Birch,turnip,Iodine,wolverine,Robin's Egg Blue,Strabismometer,rambutan
5402,Poplar,soy bean,Fermium,alpaca,Pine Green,Colonoscope,honeydew
5403,Sumac,mushroom,Curium,crocodile,Mahogany,Eudiometer,blackcurrant
5404,Palm,taro,Titanium,seal,Eggplant,Coronagraph,peach
5405,Tulip Tree,radish,Iodine,gila monster,Blue Violet,Respirometer,lychee
5406,Yellowwood,green bean,Caesium,mouse,Raw Sienna,Colorimeter,coconut
5407,Walnut,celeriac,Terbium,platypus,Tan,Bolometer,mango
5408,Magnolia,acorn squash,Niobium,salamander,Periwinkle,Quantimeter,pomelo
5409,Crabapple,parsnip,Praseodymium,opossum,Tickle Me Pink,Turbidimeter,physalis
5410,Juniper,shallot,Titanium,camel,Violet Red,Sonograph,pineapple
5411,Crabapple,lentils,Caesium,parakeet,Wild Strawberry,Electroencephalograph,honeydew
5412,Magnolia,onion,Rhodium,silver fox,Razzmatazz,Fluorimeter,pineapple
5413,Elderberry,bok choy,Zinc,dog,White,Leptometer,cucumber
5414,Redwood,navy bean,Xenon,reindeer,Asparagus,Micronometer,chili pepper
5415,Ash,azuki bean,Indium,prairie dog,Magenta,Plemyrameter,star fruit
5416,Fir,endive,Europium,lamb,Sky Blue,Spectrograph,cloudberry
5417,Cedar,sage,Bohrium,hippopotamus,Granny Smith Apple,Fluorimeter,kiwi fruit
5418,Yellowwood,navy bean,Ununpentium,camel,Razzle Dazzle Rose,Thermometrograph,rock melon
5419,Maple,black bean,Oxygen,rat,Copper,Pyrometer,blackberry
5420,Linden,basil,Holmium,woodchuck,Wild Strawberry,Otoscope,pamelo
5421,Oak,cilantro,Manganese,cheetah,Mauvelous,Megameter,satsuma
5422,Larch,daikon,Iron,ewe,Timberwolf,Thalassometer,pear
5423,Sassafras,parsnip,Technetium,donkey,Manatee,Poroscope,loquat
5424,Hickory,arugula,Curium,alligator,Vivid Violet,Hemacytometer,avocado
5425,Olive,lima bean,Actinium,chameleon,Fern,Ammeter,star fruit
5426,Poplar,anise,Palladium,jaguar,Periwinkle,Helicograph,chili pepper
5427,Magnolia,artichoke,Radon,reptile,Antique Brass,Episcope,blackberry
5428,Yellowwood,chickpea,Gadolinium,buffalo,Yellow Green,Spectrometer,lime
5429,Hawthorn,courgette,Terbium,gila monster,Banana Mania,Acidimeter,mango
5430,Chestnut,squash,Platinum,dog,Brown,Electroscope,pamelo
5431,Oak,patty pan,Iodine,rabbit,Pink Sherbert,Declinometer,cloudberry
5432,Cedar,soy bean,Samarium,opossum,Royal Purple,Oncosimeter,mulberry
5433,Crabapple,runner bean,Neon,toad,Vivid Tangerine,Potentiometer,elderberry
5434,Alder,eggplant,Gallium,antelope,Raw Sienna,Electroscope,grape
5435,Hickory,azuki bean,Curium,aardvark,Electric Lime,Mecometer,passionfruit
5436,Poplar,aubergine,Potassium,hog,Orchid,Absorptiometer,kumquat
5437,Pine,daikon,Iodine,opossum,Cadet Blue,Pyrometer,date
5438,Juniper,celery,Palladium,elk,Maroon,Geothermometer,eggplant
5439,Walnut,rutabaga,Holmium,bull,Silver,Alcovinometer,pear
5440,Apple,patty pan,Terbium,silver fox,Red,Opsiometer,feijoa
5441,Gum,tubers,Cobalt,frog,Shocking Pink,Telestereoscope,pear
5442,Cedar,jalapeno,Cobalt,crow,Yellow Orange,Stethoscope,kumquat
5443,Cherry,cilantro,Lead,panda,Chestnut,Viscometer,raisin
5444,Tupelo,ginger,Mendelevium,canary,Sunset Orange,Microcalorimeter,pamelo
5445,Birch,lettuce,Chromium,fish,Screamin' Green,Alcoholometer,mandarine
5446,Oak,calabrese,Zinc,parrot,Wisteria,Alcoholometer,plum
5447,Spruce,broccoflower,Silicon,lizard,Cornflower,Gastroscope,cherry
5448,Oak,tubers,Ununbium,lizard,Jazzberry Jam,Thermometrograph,rambutan
5449,Sassafras,cayenne pepper,Rhodium,gila monster,Mauvelous,Planigraph,elderberry
5450,Cedar,onion,Lawrencium,kangaroo,Forest Green,Radarscope,watermelon
5451,Willow,frisee,Lithium,skunk,Olive Green,Ellipsograph,currant
5452,Alder,spinach,Germanium,crow,Timberwolf,Retinoscope,tamarillo
5453,Beech,kohlrabi,Hafnium,moose,Mauvelous,Speedometer,purple mangosteen
5454,Hawthorn,navy bean,Radon,jackal,Chestnut,Hemacytometer,feijoa
5455,Dogwood,watercress,Bismuth,opossum,Brick Red,Polariscope,raisin
5456,Linden,cabbage,Xenon,lion,Burnt Sienna,Radarscope,kiwi fruit
5457,Dogwood,thyme,Aluminium,ibex,Cotton Candy,Psophometer,pear
5458,Larch,pea,Ytterbium,tapir,Neon Carrot,Viscometer,chili pepper
5459,Spruce,habanero,Fluorine,panda,Manatee,Statoscope,pear
5460,Poplar,jerusalem artichoke,Thallium,buffalo,Peach,Arthroscope,olive
5461,Fir,jicama,Oxygen,beaver,Razzmatazz,Geothermometer,raspberry
5462,Ash,thyme,Sulfur,fish,Shocking Pink,Tenderometer,boysenberry
5463,Plum,onion,Potassium,porpoise,Spring Green,Epidiascope,jambul
5464,Sassafras,fiddlehead,Astatine,chinchilla,Purple Heart,Oscilloscope,blueberry
